annotation_id,gtdb_version,gene_id,genome_id,pfam,start,stop,length,e_value,interpro_accession,interpro_description
36157109,207,JAAXIH010000150.1_1,GCA_012270465.1,PF12288,2,53,233,6.5e-18,IPR020990,Carboxysome assembly protein
36261760,207,JAAPAA010000195.1_4,GCA_012274165.1,PF12288,16,482,673,0.0,IPR020990,Carboxysome assembly protein
178522782,207,JABDRN010000101.1_2,GCA_013041745.1,PF12288,190,613,795,0.0,IPR020990,Carboxysome assembly protein
178543232,207,JABDRC010000140.1_12,GCA_013041945.1,PF12288,147,568,748,0.0,IPR020990,Carboxysome assembly protein
178554810,207,JABDQW010000042.1_12,GCA_013042055.1,PF12288,158,579,759,0.0,IPR020990,Carboxysome assembly protein
178652413,207,JABEVF010000078.1_37,GCA_013043965.1,PF12288,308,417,609,1.5e-26,IPR020990,Carboxysome assembly protein
178652414,207,JABEVF010000078.1_37,GCA_013043965.1,PF12288,128,304,609,0.0,IPR020990,Carboxysome assembly protein
178476752,207,JABFSE010000017.1_14,GCA_013140765.1,PF12288,180,596,785,0.0,IPR020990,Carboxysome assembly protein
179930116,207,JAADIY010000042.1_59,GCA_013151045.1,PF12288,326,436,614,8.5e-34,IPR020990,Carboxysome assembly protein
179930115,207,JAADIY010000042.1_59,GCA_013151045.1,PF12288,138,349,614,0.0,IPR020990,Carboxysome assembly protein
183772275,207,JABMNF010000251.1_1,GCA_013205255.1,PF12288,1,256,457,0.0,IPR020990,Carboxysome assembly protein
185633874,207,CP054689.1_2062,GCA_013348725.1,PF12288,233,447,972,0.0,IPR020990,Carboxysome assembly protein
185633873,207,CP054689.1_2062,GCA_013348725.1,PF12288,429,779,972,0.0,IPR020990,Carboxysome assembly protein
185077800,207,JACDZG010000092.1_4,GCA_013426805.1,PF12288,186,545,901,0.0,IPR020990,Carboxysome assembly protein
185077801,207,JACDZG010000092.1_4,GCA_013426805.1,PF12288,444,661,901,0.0,IPR020990,Carboxysome assembly protein
185157401,207,CP059256.1_2194,GCA_013693755.1,PF12288,215,504,692,0.0,IPR020990,Carboxysome assembly protein
185157400,207,CP059256.1_2194,GCA_013693755.1,PF12288,5,210,692,0.0,IPR020990,Carboxysome assembly protein
188840329,207,VMSX01000016.1_64,GCA_013791905.1,PF12288,94,463,656,0.0,IPR020990,Carboxysome assembly protein
188195911,207,PNMN01000168.1_4,GCA_013823655.1,PF12288,107,301,658,0.0,IPR020990,Carboxysome assembly protein
188195912,207,PNMN01000168.1_4,GCA_013823655.1,PF12288,279,482,658,0.0,IPR020990,Carboxysome assembly protein
188301015,207,JACETC010000033.1_15,GCA_013911515.1,PF12288,181,605,790,0.0,IPR020990,Carboxysome assembly protein
188301014,207,JACETC010000033.1_15,GCA_013911515.1,PF12288,632,740,790,6.2e-06,IPR020990,Carboxysome assembly protein
187860213,207,BJHC01000051.1_1,GCA_014191535.1,PF12288,209,350,353,0.0,IPR020990,Carboxysome assembly protein
187861226,207,BJHC01000103.1_7,GCA_014191535.1,PF12288,2,272,447,0.0,IPR020990,Carboxysome assembly protein
187867319,207,BJHE01000018.1_28,GCA_014191755.1,PF12288,191,615,794,0.0,IPR020990,Carboxysome assembly protein
187867320,207,BJHE01000018.1_28,GCA_014191755.1,PF12288,640,786,794,3.2e-05,IPR020990,Carboxysome assembly protein
187956254,207,JAAZZR010000005.1_40,GCA_014237605.1,PF12288,454,659,718,6.7e-24,IPR020990,Carboxysome assembly protein
187956257,207,JAAZZR010000005.1_40,GCA_014237605.1,PF12288,230,318,718,1.5e-10,IPR020990,Carboxysome assembly protein
187956255,207,JAAZZR010000005.1_40,GCA_014237605.1,PF12288,329,447,718,7.3e-26,IPR020990,Carboxysome assembly protein
187956256,207,JAAZZR010000005.1_40,GCA_014237605.1,PF12288,79,221,718,1.8e-12,IPR020990,Carboxysome assembly protein
183374703,207,JACVZV010000038.1_43,GCA_014654725.1,PF12288,184,607,787,0.0,IPR020990,Carboxysome assembly protein
183629956,207,JABURT010000084.1_1,GCA_014762495.1,PF12288,146,565,749,0.0,IPR020990,Carboxysome assembly protein
183087777,207,JABURS010000031.1_17,GCA_014762505.1,PF12288,79,503,685,0.0,IPR020990,Carboxysome assembly protein
183191894,207,SDDV01000001.1_76,GCA_014773545.1,PF12288,165,593,772,0.0,IPR020990,Carboxysome assembly protein
183056286,207,JACUTY010000002.1_66,GCA_014859555.1,PF12288,151,577,724,0.0,IPR020990,Carboxysome assembly protein
180254500,207,JADGBD010000106.1_4,GCA_015231665.1,PF12288,217,644,829,0.0,IPR020990,Carboxysome assembly protein
179705562,207,WFQP01000026.1_7,GCA_015487015.1,PF12288,144,551,667,0.0,IPR020990,Carboxysome assembly protein
179713334,207,WFQM01000270.1_20,GCA_015487095.1,PF12288,145,303,630,5.6e-32,IPR020990,Carboxysome assembly protein
179713335,207,WFQM01000270.1_20,GCA_015487095.1,PF12288,270,442,630,0.0,IPR020990,Carboxysome assembly protein
179746944,207,WFPP01000098.1_5,GCA_015487495.1,PF12288,366,543,657,0.0,IPR020990,Carboxysome assembly protein
179746943,207,WFPP01000098.1_5,GCA_015487495.1,PF12288,156,359,657,0.0,IPR020990,Carboxysome assembly protein
179824588,207,WFNO01000129.1_14,GCA_015488555.1,PF12288,152,571,755,0.0,IPR020990,Carboxysome assembly protein
179453039,207,WFXF01000077.1_52,GCA_015490755.1,PF12288,311,463,647,0.0,IPR020990,Carboxysome assembly protein
179453038,207,WFXF01000077.1_52,GCA_015490755.1,PF12288,167,348,647,5.70006e-41,IPR020990,Carboxysome assembly protein
179469521,207,WFWY01000121.1_16,GCA_015490895.1,PF12288,372,608,846,0.0,IPR020990,Carboxysome assembly protein
179469522,207,WFWY01000121.1_16,GCA_015490895.1,PF12288,127,371,846,0.0,IPR020990,Carboxysome assembly protein
179500709,207,WFVH01000003.1_63,GCA_015491735.1,PF12288,231,587,971,0.0,IPR020990,Carboxysome assembly protein
179500708,207,WFVH01000003.1_63,GCA_015491735.1,PF12288,593,765,971,0.0,IPR020990,Carboxysome assembly protein
179507188,207,WFVD01000027.1_8,GCA_015491865.1,PF12288,167,338,640,1.5e-35,IPR020990,Carboxysome assembly protein
179507187,207,WFVD01000027.1_8,GCA_015491865.1,PF12288,311,465,640,5.9999999999999996e-40,IPR020990,Carboxysome assembly protein
179188027,207,WGBT01000003.1_1,GCA_015494185.1,PF12288,166,485,496,0.0,IPR020990,Carboxysome assembly protein
179185670,207,WGBT01000003.1_2,GCA_015494185.1,PF12288,2,109,435,2.09999e-41,IPR020990,Carboxysome assembly protein
177642136,207,DQVN01000100.1_10,GCA_015661715.1,PF12288,150,560,685,0.0,IPR020990,Carboxysome assembly protein
177472121,207,WGNC01000016.1_100,GCA_016124745.1,PF12288,17,483,672,0.0,IPR020990,Carboxysome assembly protein
176976199,207,WGLP01000003.1_588,GCA_016125505.1,PF12288,152,576,755,0.0,IPR020990,Carboxysome assembly protein
176659457,207,JACPOI010000031.1_46,GCA_016185015.1,PF12288,5,439,617,0.0,IPR020990,Carboxysome assembly protein
176105174,207,JACPOZ010000025.1_65,GCA_016191235.1,PF12288,207,419,969,0.0,IPR020990,Carboxysome assembly protein
176105175,207,JACPOZ010000025.1_65,GCA_016191235.1,PF12288,410,757,969,0.0,IPR020990,Carboxysome assembly protein
175910502,207,JACPYT010000018.1_227,GCA_016195805.1,PF12288,14,469,666,0.0,IPR020990,Carboxysome assembly protein
47671422,207,JADQCE010000001.1_436,GCA_016278265.1,PF12288,210,569,928,0.0,IPR020990,Carboxysome assembly protein
47671423,207,JADQCE010000001.1_436,GCA_016278265.1,PF12288,466,704,928,0.0,IPR020990,Carboxysome assembly protein
45756144,207,JAEMQZ010000038.1_16,GCA_016463595.1,PF12288,643,787,814,3.4e-05,IPR020990,Carboxysome assembly protein
45756143,207,JAEMQZ010000038.1_16,GCA_016463595.1,PF12288,192,615,814,0.0,IPR020990,Carboxysome assembly protein
43401030,207,JADJWH010000001.1_447,GCA_016716465.1,PF12288,163,586,766,0.0,IPR020990,Carboxysome assembly protein
42618204,207,CP050890.1_4912,GCA_016745215.1,PF12288,253,649,944,0.0,IPR020990,Carboxysome assembly protein
42618205,207,CP050890.1_4912,GCA_016745215.1,PF12288,718,747,944,1e-07,IPR020990,Carboxysome assembly protein
42747031,207,JAESSQ010000078.1_4,GCA_016764035.1,PF12288,163,517,517,0.0,IPR020990,Carboxysome assembly protein
42187038,207,JAESQP010000108.1_14,GCA_016765075.1,PF12288,323,449,626,8.99998e-41,IPR020990,Carboxysome assembly protein
42187039,207,JAESQP010000108.1_14,GCA_016765075.1,PF12288,151,362,626,0.0,IPR020990,Carboxysome assembly protein
42371748,207,JADHMX010000059.1_10,GCA_016779825.1,PF12288,177,601,786,0.0,IPR020990,Carboxysome assembly protein
42371749,207,JADHMX010000059.1_10,GCA_016779825.1,PF12288,628,736,786,3.3e-06,IPR020990,Carboxysome assembly protein
41896703,207,JADDQY010000090.1_6,GCA_016781135.1,PF12288,385,706,877,0.0,IPR020990,Carboxysome assembly protein
39627410,207,JAERTA010000068.1_31,GCA_016845205.1,PF12288,489,655,819,9.3e-40,IPR020990,Carboxysome assembly protein
39627409,207,JAERTA010000068.1_31,GCA_016845205.1,PF12288,129,489,819,0.0,IPR020990,Carboxysome assembly protein
38676442,207,VGVT01000003.1_110,GCA_016873935.1,PF12288,427,713,889,0.0,IPR020990,Carboxysome assembly protein
38676441,207,VGVT01000003.1_110,GCA_016873935.1,PF12288,178,544,889,0.0,IPR020990,Carboxysome assembly protein
38955966,207,VGQS01000010.1_13,GCA_016882285.1,PF12288,187,609,791,0.0,IPR020990,Carboxysome assembly protein
38955965,207,VGQS01000010.1_13,GCA_016882285.1,PF12288,634,784,791,1.2e-06,IPR020990,Carboxysome assembly protein
38960301,207,VGQX01000057.1_2,GCA_016882305.1,PF12288,231,657,842,0.0,IPR020990,Carboxysome assembly protein
38267907,207,VGQW01000018.1_2,GCA_016882315.1,PF12288,641,750,801,4.9e-06,IPR020990,Carboxysome assembly protein
38267908,207,VGQW01000018.1_2,GCA_016882315.1,PF12288,196,618,801,0.0,IPR020990,Carboxysome assembly protein
38274001,207,VGQR01000014.1_7,GCA_016882345.1,PF12288,637,786,793,8.7e-05,IPR020990,Carboxysome assembly protein
38274002,207,VGQR01000014.1_7,GCA_016882345.1,PF12288,189,611,793,0.0,IPR020990,Carboxysome assembly protein
38277665,207,VGQL01000013.1_5,GCA_016882415.1,PF12288,224,647,822,0.0,IPR020990,Carboxysome assembly protein
38279237,207,VGPT01000060.1_2,GCA_016882485.1,PF12288,184,605,782,0.0,IPR020990,Carboxysome assembly protein
38280911,207,VGPU01000034.1_2,GCA_016882525.1,PF12288,187,608,794,0.0,IPR020990,Carboxysome assembly protein
38280910,207,VGPU01000034.1_2,GCA_016882525.1,PF12288,637,743,794,5.1e-06,IPR020990,Carboxysome assembly protein
38284770,207,VGPW01000027.1_2,GCA_016882545.1,PF12288,186,609,789,0.0,IPR020990,Carboxysome assembly protein
38286695,207,VGPQ01000148.1_2,GCA_016882555.1,PF12288,188,610,792,0.0,IPR020990,Carboxysome assembly protein
38286694,207,VGPQ01000148.1_2,GCA_016882555.1,PF12288,635,785,792,1.1e-05,IPR020990,Carboxysome assembly protein
38288728,207,VGPP01000012.1_3,GCA_016882585.1,PF12288,180,601,782,0.0,IPR020990,Carboxysome assembly protein
48886225,207,JAFGXP010000048.1_7,GCA_016936535.1,PF12288,174,582,714,0.0,IPR020990,Carboxysome assembly protein
48928190,207,JAFGXB010000176.1_6,GCA_016936875.1,PF12288,4,254,727,0.0,IPR020990,Carboxysome assembly protein
48928191,207,JAFGXB010000176.1_6,GCA_016936875.1,PF12288,257,546,727,0.0,IPR020990,Carboxysome assembly protein
49093991,207,JAFGUG010000057.1_152,GCA_016938655.1,PF12288,146,549,674,0.0,IPR020990,Carboxysome assembly protein
49108964,207,JAFGTZ010000309.1_5,GCA_016938795.1,PF12288,184,369,728,0.0,IPR020990,Carboxysome assembly protein
49108963,207,JAFGTZ010000309.1_5,GCA_016938795.1,PF12288,372,668,728,3.0828600000000003e-44,IPR020990,Carboxysome assembly protein
50835109,207,JAFKGE010000071.1_14,GCA_017307865.1,PF12288,8,375,724,0.0,IPR020990,Carboxysome assembly protein
50835108,207,JAFKGE010000071.1_14,GCA_017307865.1,PF12288,258,547,724,0.0,IPR020990,Carboxysome assembly protein
53114491,207,JAFUTH010000011.1_65,GCA_017484285.1,PF12288,648,802,1864,1.1e-05,IPR020990,Carboxysome assembly protein
57916728,207,JAEPLT010000001.1_1166,GCA_017644295.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
57920027,207,JAEPLP010000001.1_1287,GCA_017644375.1,PF12288,169,592,777,0.0,IPR020990,Carboxysome assembly protein
57921552,207,JAEPLN010000001.1_485,GCA_017644425.1,PF12288,169,592,777,0.0,IPR020990,Carboxysome assembly protein
189354054,207,JAGTVE010000102.1_17,GCA_018224485.1,PF12288,186,435,906,0.0,IPR020990,Carboxysome assembly protein
189354055,207,JAGTVE010000102.1_17,GCA_018224485.1,PF12288,439,730,906,0.0,IPR020990,Carboxysome assembly protein
63127884,207,JADFDN010000077.1_6,GCA_018262815.1,PF12288,14,470,669,0.0,IPR020990,Carboxysome assembly protein
63155565,207,JADFDC010000025.1_21,GCA_018263115.1,PF12288,347,638,769,0.0,IPR020990,Carboxysome assembly protein
63155564,207,JADFDC010000025.1_21,GCA_018263115.1,PF12288,103,450,769,0.0,IPR020990,Carboxysome assembly protein
62132944,207,JAGXSV010000014.1_19,GCA_018333605.1,PF12288,170,604,780,0.0,IPR020990,Carboxysome assembly protein
62156527,207,JAGXSN010000178.1_18,GCA_018333815.1,PF12288,382,430,634,1.3e-14,IPR020990,Carboxysome assembly protein
62156528,207,JAGXSN010000178.1_18,GCA_018333815.1,PF12288,1,359,634,0.0,IPR020990,Carboxysome assembly protein
62159726,207,JAGXSL010000037.1_4,GCA_018333835.1,PF12288,96,352,615,0.0,IPR020990,Carboxysome assembly protein
62159725,207,JAGXSL010000037.1_4,GCA_018333835.1,PF12288,366,416,615,3.5e-09,IPR020990,Carboxysome assembly protein
65839538,207,CP073761.1_2057,GCA_018399015.1,PF12288,632,740,797,1.8e-05,IPR020990,Carboxysome assembly protein
65839537,207,CP073761.1_2057,GCA_018399015.1,PF12288,186,608,797,0.0,IPR020990,Carboxysome assembly protein
65843054,207,CP073760.1_4410,GCA_018399035.1,PF12288,507,606,657,1.1e-05,IPR020990,Carboxysome assembly protein
65843053,207,CP073760.1_4410,GCA_018399035.1,PF12288,41,467,657,0.0,IPR020990,Carboxysome assembly protein
65922248,207,JAGYNF010000034.1_2,GCA_018400215.1,PF12288,626,740,789,1.5e-07,IPR020990,Carboxysome assembly protein
65922247,207,JAGYNF010000034.1_2,GCA_018400215.1,PF12288,182,604,789,0.0,IPR020990,Carboxysome assembly protein
63753864,207,JAGYKN010000009.1_32,GCA_018401615.1,PF12288,14,221,532,1.4e-20,IPR020990,Carboxysome assembly protein
63753865,207,JAGYKN010000009.1_32,GCA_018401615.1,PF12288,172,350,532,8.09951e-42,IPR020990,Carboxysome assembly protein
63877524,207,JAGYIP010000009.1_241,GCA_018402635.1,PF12288,106,297,522,1.2e-33,IPR020990,Carboxysome assembly protein
63877525,207,JAGYIP010000009.1_241,GCA_018402635.1,PF12288,313,467,522,8.5e-14,IPR020990,Carboxysome assembly protein
61538004,207,JAAZVP010000022.1_14,GCA_018623495.1,PF12288,129,560,715,0.0,IPR020990,Carboxysome assembly protein
61549045,207,JAAZVJ010000025.1_8,GCA_018623675.1,PF12288,660,768,818,1.2e-06,IPR020990,Carboxysome assembly protein
61549044,207,JAAZVJ010000025.1_8,GCA_018623675.1,PF12288,209,633,818,0.0,IPR020990,Carboxysome assembly protein
61553147,207,JAAZUZ010000031.1_15,GCA_018623875.1,PF12288,1,154,333,0.0,IPR020990,Carboxysome assembly protein
61553026,207,JAAZUZ010000050.1_11,GCA_018623875.1,PF12288,186,563,564,0.0,IPR020990,Carboxysome assembly protein
66011392,207,JADMKH010000077.1_1,GCA_018780025.1,PF12288,432,721,898,0.0,IPR020990,Carboxysome assembly protein
66011391,207,JADMKH010000077.1_1,GCA_018780025.1,PF12288,180,546,898,0.0,IPR020990,Carboxysome assembly protein
66858513,207,JAHJQQ010000042.1_46,GCA_018819175.1,PF12288,402,688,887,0.0,IPR020990,Carboxysome assembly protein
66858514,207,JAHJQQ010000042.1_46,GCA_018819175.1,PF12288,156,514,887,0.0,IPR020990,Carboxysome assembly protein
64995341,207,JAHJSQ010000165.1_1,GCA_018830325.1,PF12288,525,591,591,2.9e-20,IPR020990,Carboxysome assembly protein
64995340,207,JAHJSQ010000165.1_1,GCA_018830325.1,PF12288,180,546,591,0.0,IPR020990,Carboxysome assembly protein
67442603,207,JAGWVN010000012.1_45,GCA_018970865.1,PF12288,173,596,782,0.0,IPR020990,Carboxysome assembly protein
67452175,207,JAGWVJ010000028.1_12,GCA_018970945.1,PF12288,188,610,794,0.0,IPR020990,Carboxysome assembly protein
67452176,207,JAGWVJ010000028.1_12,GCA_018970945.1,PF12288,636,786,794,6.1e-06,IPR020990,Carboxysome assembly protein
192816493,207,JAFAXA010000190.1_12,GCA_019241425.1,PF12288,328,381,670,6.2e-13,IPR020990,Carboxysome assembly protein
192816492,207,JAFAXA010000190.1_12,GCA_019241425.1,PF12288,90,319,670,3.4e-24,IPR020990,Carboxysome assembly protein
192816491,207,JAFAXA010000190.1_12,GCA_019241425.1,PF12288,399,499,670,7.7e-20,IPR020990,Carboxysome assembly protein
70216129,207,CABYJE010000004.1_62,GCA_902519235.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
70237800,207,CABYNZ010000020.1_15,GCA_902520485.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
70274869,207,CABYTO010000001.1_37,GCA_902521995.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
70357750,207,CABZFV010000007.1_55,GCA_902525075.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
70363472,207,CABZHQ010000007.1_38,GCA_902525585.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
70383554,207,CABZLA010000003.1_60,GCA_902526435.1,PF12288,37,460,642,0.0,IPR020990,Carboxysome assembly protein
70383555,207,CABZLA010000003.1_60,GCA_902526435.1,PF12288,499,596,642,1.2e-05,IPR020990,Carboxysome assembly protein
70396362,207,CABZNT010000006.1_10,GCA_902527105.1,PF12288,153,576,761,0.0,IPR020990,Carboxysome assembly protein
70502701,207,CACAQP010000013.1_1,GCA_902534685.1,PF12288,154,577,612,0.0,IPR020990,Carboxysome assembly protein
70506149,207,CACARV010000036.1_10,GCA_902535025.1,PF12288,619,712,761,2.6e-05,IPR020990,Carboxysome assembly protein
70506150,207,CACARV010000036.1_10,GCA_902535025.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
70509403,207,CACASR010000009.1_27,GCA_902535175.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
70511741,207,CACAST010000005.1_55,GCA_902535185.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
70524777,207,CACAVZ010000018.1_3,GCA_902536065.1,PF12288,622,715,764,2.5e-05,IPR020990,Carboxysome assembly protein
70524778,207,CACAVZ010000018.1_3,GCA_902536065.1,PF12288,159,582,764,0.0,IPR020990,Carboxysome assembly protein
70530650,207,CACAXN010000013.1_23,GCA_902536455.1,PF12288,621,714,763,2.4e-05,IPR020990,Carboxysome assembly protein
70530649,207,CACAXN010000013.1_23,GCA_902536455.1,PF12288,159,582,763,0.0,IPR020990,Carboxysome assembly protein
70540607,207,CACAYO010000005.1_103,GCA_902536725.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
70555784,207,CACBAW010000021.1_15,GCA_902537275.1,PF12288,619,712,761,2.8e-05,IPR020990,Carboxysome assembly protein
70555785,207,CACBAW010000021.1_15,GCA_902537275.1,PF12288,156,579,761,0.0,IPR020990,Carboxysome assembly protein
70559802,207,CACBBE010000002.1_67,GCA_902537395.1,PF12288,159,582,767,0.0,IPR020990,Carboxysome assembly protein
70598085,207,CACBHP010000022.1_1,GCA_902539115.1,PF12288,156,213,218,2e-15,IPR020990,Carboxysome assembly protein
70597955,207,CACBHP010000039.1_1,GCA_902539115.1,PF12288,1,312,494,0.0,IPR020990,Carboxysome assembly protein
70597954,207,CACBHP010000039.1_1,GCA_902539115.1,PF12288,352,445,494,1.2e-05,IPR020990,Carboxysome assembly protein
70900359,207,CACENO010000002.1_82,GCA_902560875.1,PF12288,178,603,786,0.0,IPR020990,Carboxysome assembly protein
70953632,207,CACFBG010000013.1_30,GCA_902564535.1,PF12288,186,609,791,0.0,IPR020990,Carboxysome assembly protein
70953631,207,CACFBG010000013.1_30,GCA_902564535.1,PF12288,634,739,791,3.6e-05,IPR020990,Carboxysome assembly protein
71051151,207,CACGAJ010000015.1_25,GCA_902570945.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71062108,207,CACGBT010000011.1_42,GCA_902571335.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71077957,207,CACGEL010000005.1_22,GCA_902572065.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71079384,207,CACGER010000007.1_1,GCA_902572075.1,PF12288,159,582,767,0.0,IPR020990,Carboxysome assembly protein
71093389,207,CACGHR010000026.1_8,GCA_902572915.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71113151,207,CACGKI010000001.1_138,GCA_902573565.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
71138967,207,CACGMX010000032.1_12,GCA_902574405.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71139661,207,CACGNA010000002.1_63,GCA_902574425.1,PF12288,157,581,766,0.0,IPR020990,Carboxysome assembly protein
71149305,207,CACGPQ010000010.1_30,GCA_902574955.1,PF12288,159,582,767,0.0,IPR020990,Carboxysome assembly protein
71172448,207,CACGVZ010000013.1_37,GCA_902576415.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71223961,207,CACHEM010000008.1_9,GCA_902578845.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
71305830,207,CACHVD010000001.1_20,GCA_902583265.1,PF12288,153,576,761,0.0,IPR020990,Carboxysome assembly protein
71406752,207,CACIRS010000001.1_15,GCA_902589115.1,PF12288,637,743,794,3e-05,IPR020990,Carboxysome assembly protein
71406753,207,CACIRS010000001.1_15,GCA_902589115.1,PF12288,183,609,794,0.0,IPR020990,Carboxysome assembly protein
71452944,207,CACIYC010000029.1_15,GCA_902590775.1,PF12288,1,206,388,0.0,IPR020990,Carboxysome assembly protein
71480659,207,CACJCK010000011.1_27,GCA_902591865.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71556281,207,CACJNU010000004.1_21,GCA_902594875.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71567388,207,CACJPB010000004.1_69,GCA_902595175.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71815746,207,CACLFQ010000002.1_56,GCA_902606255.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
71817317,207,CACLGU010000041.1_9,GCA_902606505.1,PF12288,10,433,618,0.0,IPR020990,Carboxysome assembly protein
71874612,207,CACLUD010000014.1_25,GCA_902609995.1,PF12288,618,709,760,2.7e-05,IPR020990,Carboxysome assembly protein
71874613,207,CACLUD010000014.1_25,GCA_902609995.1,PF12288,155,578,760,0.0,IPR020990,Carboxysome assembly protein
71900330,207,CACLYZ010000019.1_21,GCA_902611225.1,PF12288,156,579,764,0.0,IPR020990,Carboxysome assembly protein
71915144,207,CACMCA010000004.1_128,GCA_902612005.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
71983303,207,CACMNZ010000015.1_8,GCA_902615165.1,PF12288,144,567,752,0.0,IPR020990,Carboxysome assembly protein
72018813,207,CACMSM010000013.1_35,GCA_902616385.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
72043523,207,CACMXO010000011.1_1,GCA_902617605.1,PF12288,156,579,669,0.0,IPR020990,Carboxysome assembly protein
72124537,207,CACNJU010000004.1_23,GCA_902620895.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
72133600,207,CACNMX010000026.1_16,GCA_902621675.1,PF12288,1,328,513,0.0,IPR020990,Carboxysome assembly protein
72153617,207,CACNQT010000013.1_34,GCA_902622705.1,PF12288,157,580,765,0.0,IPR020990,Carboxysome assembly protein
72173481,207,CACNSV010000003.1_12,GCA_902623195.1,PF12288,154,576,758,0.0,IPR020990,Carboxysome assembly protein
72173482,207,CACNSV010000003.1_12,GCA_902623195.1,PF12288,614,704,758,4.1e-05,IPR020990,Carboxysome assembly protein
72202673,207,CACNWD010000001.1_99,GCA_902624085.1,PF12288,1,114,296,2e-36,IPR020990,Carboxysome assembly protein
72202672,207,CACNWD010000001.1_99,GCA_902624085.1,PF12288,152,242,296,7.5e-06,IPR020990,Carboxysome assembly protein
72206776,207,CACNWH010000016.1_27,GCA_902624105.1,PF12288,167,589,771,0.0,IPR020990,Carboxysome assembly protein
72228242,207,CACNYU010000024.1_7,GCA_902624785.1,PF12288,167,589,771,0.0,IPR020990,Carboxysome assembly protein
72260536,207,CACOFO010000027.1_1,GCA_902626435.1,PF12288,24,115,172,1.6e-05,IPR020990,Carboxysome assembly protein
72262407,207,CACOFR010000004.1_24,GCA_902626525.1,PF12288,160,583,768,0.0,IPR020990,Carboxysome assembly protein
72272382,207,CACOIM010000005.1_25,GCA_902627325.1,PF12288,616,706,760,4.1e-05,IPR020990,Carboxysome assembly protein
72272383,207,CACOIM010000005.1_25,GCA_902627325.1,PF12288,156,578,760,0.0,IPR020990,Carboxysome assembly protein
72273326,207,CACOIV010000001.1_41,GCA_902627335.1,PF12288,618,709,761,4.7e-05,IPR020990,Carboxysome assembly protein
72273327,207,CACOIV010000001.1_41,GCA_902627335.1,PF12288,157,579,761,0.0,IPR020990,Carboxysome assembly protein
72291863,207,CACOMD010000011.1_11,GCA_902628235.1,PF12288,154,576,758,0.0,IPR020990,Carboxysome assembly protein
72291862,207,CACOMD010000011.1_11,GCA_902628235.1,PF12288,614,704,758,5.8e-05,IPR020990,Carboxysome assembly protein
72321557,207,CACOQT010000018.1_1,GCA_902629395.1,PF12288,104,210,261,5.9e-07,IPR020990,Carboxysome assembly protein
72321556,207,CACOQT010000018.1_1,GCA_902629395.1,PF12288,1,78,261,5.9000000000000005e-30,IPR020990,Carboxysome assembly protein
72403280,207,CACPJY010000026.1_10,GCA_902634405.1,PF12288,185,574,574,0.0,IPR020990,Carboxysome assembly protein
72411605,207,CACPLK010000010.1_16,GCA_902634795.1,PF12288,185,611,795,0.0,IPR020990,Carboxysome assembly protein
72411604,207,CACPLK010000010.1_16,GCA_902634795.1,PF12288,639,738,795,2.4e-05,IPR020990,Carboxysome assembly protein
72489499,207,CACVAV010000404.1_1,GCA_902727945.1,PF12288,117,296,296,0.0,IPR020990,Carboxysome assembly protein
72490640,207,CACVAY010000112.1_34,GCA_902727985.1,PF12288,386,527,783,2.0000000000000002e-24,IPR020990,Carboxysome assembly protein
72490641,207,CACVAY010000112.1_34,GCA_902727985.1,PF12288,115,463,783,0.0,IPR020990,Carboxysome assembly protein
75622319,207,CADCTB010000221.1_37,GCA_902805665.1,PF12288,498,666,838,5.1e-33,IPR020990,Carboxysome assembly protein
75622320,207,CADCTB010000221.1_37,GCA_902805665.1,PF12288,282,449,838,3.6e-17,IPR020990,Carboxysome assembly protein
